x1 x2 x3 x4 district y
-2.63 0.01 0.115926800883913 2.05407045586946 14 10.3687189747492
-2.09 0.08 -0.108534520847663 3.96394017469655 20 19.3626769578149
0.71 0.72 0.935234805704088 0.967785853850556 15 13.8731310613943
-1.27 0.45 0.582726664839641 1.02750691860439 12 10.5979003160253
2.75 0.08 -0.752996870084893 0.029249051446675 4 -7.79637455216839
1.27 0.35 -1.32890186417977 0.933796991552127 10 -6.15031729102419
-0.17 0.29 -1.00548241778881 2.05556280902567 3 0.865789694483018
3.12 0.31 1.39940698347525 0.797428134384196 1 16.8554415463306
-1.55 0.9 0.796988299702899 0.194280314724892 10 9.19434620098364
-0.44 0 -0.0640688029457223 0.185194465098241 16 0.352555164050900
-2.56 0.95 0.785801683362087 0.0108303786255419 9 10.2313995185160
-3.03 0.72 -2.88941525285082 0.738931334535492 9 -22.9154876244268
-1.27 0.29 0.850848487303484 0.417874418199062 12 8.31034712877483
0.6 0.98 -0.741014767608597 5.848128296392 15 26.6458173303292
1.98 0.75 -1.60934788723679 0.42825518315658 7 -12.4503355288762
2.78 0.92 -1.71344712168812 1.54953286043348 5 -7.89609470501486
-1.14 0.73 -0.995802008585125 2.55021237010572 5 5.07896813910649
-1.7 0.76 0.597838607244286 0.348962677642703 19 9.5430532536505
1.32 0.07 -1.08802880445108 0.0597985755241817 7 -8.25848286467082
-3.11 0.18 0.511684606759542 0.78063983279736 15 10.5727890805642
1.71 0.1 -0.310615011448910 1.79651401928606 7 6.84113315257634
-0.03 0.38 1.44434471675597 0.658774522133172 14 15.3661380221083
0.97 0.72 -0.254652496013216 0.901430277758972 4 0.94557405145511
0.8 0.66 -0.83459312864587 0.145510097965598 3 -6.96141372629126
2.84 0.74 -0.894263063184573 0.173276417423040 1 -4.97206536806558
2.64 0.2 0.237370487230799 0.195597611367702 3 2.30836363207741
-1.02 0.3 -1.19660707725216 2.22470137674357 7 -0.107819971505207
1.67 0.58 -0.826337348013238 0.123164085671306 2 -8.67231612609849
1.19 0.91 1.73773100714889 0.755098455870146 20 18.3756905360514
-1.18 0.71 -1.0212313531674 0.713785481597197 2 -7.83069599055194
-2.19 0.73 -0.817224903062613 2.78444651362494 8 5.81178318572662
0.89 0.61 0.482196470422002 1.28565169321787 15 12.5496395346585
-0.1 0.21 -0.450849589699418 1.63534904194664 5 4.99912813498706
0.77 0.36 0.0150814227708509 0.284970059990883 8 1.64035231137319
-1.44 0.61 1.02163449723488 2.27522649598422 2 20.3308542875707
2.3 0.39 -0.380119230293744 0.844326429813697 16 0.0446373421129384
-0.37 0.01 0.247603447064427 0.568024855107069 20 4.56541067823256
-2.93 0.31 -0.202781654411601 1.61882201201263 19 9.22960383909347
-2.76 0.1 0.599446496039258 0.388119094073772 20 5.28513923080962
2.46 0.17 0.434458125822795 0.581806370057166 7 5.03235844873644
-2.29 0.84 -0.512016149443798 0.109254315613185 6 -2.71909432220353
-2.2 0.29 -0.284973162473313 0.193548809736967 13 -1.92605521415132
0.07 0.21 0.374481526218352 2.65661242032859 2 18.1750143934247
0.53 0.2 0.859128063079326 0.194235180038959 2 8.52206050858372
2.85 0.77 0.843450605360343 0.347319043707103 15 10.4927297169516
1.06 0.03 -1.15073481091832 0.793809533507635 8 -7.48812617065646
3.06 0.94 0.77444602464457 0.980136331655193 16 9.61587341165326
0.95 0.17 0.199804889048491 0.838217257270598 13 8.06626058934864
0.6 0.29 0.274890742757742 1.32634160011531 10 10.3331005214874
2.99 0.43 -0.940981893624817 2.05750016300919 20 0.338671781556279
-0.33 0.82 -0.161024978697224 1.62655488952043 9 6.39798277109591
1.81 0.54 0.559973598977381 0.234953563562450 5 7.94461224662089
1.23 0.98 0.347084782559394 0.782255718444308 15 7.82305933715916
-2.02 0.36 -0.124232697049279 0.526088454760611 10 3.42039611541675
1.96 0.42 0.591419285393973 5.0552438960264 3 31.3774705543254
1.06 0.17 -0.23630752985454 0.777203477877093 6 1.63199688643343
-1.29 0.16 0.0804475586964298 0.738370437003672 6 4.13893885243645
-0.61 0.01 0.374270094156418 0.109457136131823 19 5.79530011837509
-1.41 0.95 -0.982696513654276 1.37899410534174 11 -2.45372063093466
1.8 0.3 0.250425228935026 0.375717991031706 5 3.88679822472562
-0.05 0.92 0.80491762001937 0.982019609455326 16 13.0446774881841
-1.65 0.08 -0.742217206493662 0.641609026119113 11 -2.84757070750038
0.62 0.45 1.85737621873993 0.410486374981701 12 20.1404048387403
0.47 0.74 -0.09258291249883 0.764041936914337 4 2.01100777471288
0.95 0.73 -0.263431552197435 1.12359715435178 13 2.79728556930986
-2.66 0.91 0.91327683907938 0.0663525871932507 15 10.3120061988305
-2.52 0.78 -0.57514645161281 0.38496299579262 14 -3.24341509307303
-1.94 0.98 -1.33569819965203 1.42692097454312 18 -5.41385268239123
1.9 0.88 0.230021323908673 0.382792380172759 3 2.98759473192626
-1.25 0.67 -0.37987624246688 0.552808565087616 19 1.61901053658511
1.12 0.82 0.0308341000848157 0.60254984581843 7 4.29385563189143
-1.1 0.14 0.487040727690086 0.942468445706082 13 9.00590849218843
1.45 0.55 0.184358485673527 0.529586627613753 11 4.32333427979284
-3.1 0.45 -0.119139325293767 0.381739493459463 19 2.94358416321002
-0.33 0.65 1.14178777414392 0.525481197517365 7 12.0312273600956
1.42 0.76 -0.388274163388443 0.223592903465033 19 -0.656039636226737
-0.76 0.9 0.454013145315339 0.222695258911699 7 3.34451386968734
0.2 0.47 -0.385121503031683 1.35215949262948 17 3.84389729752073
2.15 1 -0.0520715639002543 1.91198713510277 17 10.7794893978800
-2.57 0.42 0.497249700714749 0.456380267627537 9 8.25524469018168
3.12 0.33 -1.54335125549526 0.0559720647377337 14 -13.9100077534810
0.43 0.94 0.731477353196322 1.80706246375086 1 16.1236967318693
-1.63 0.08 0.0526063276603633 0.131629332813881 2 -0.289642853598677
2.89 0.4 -0.367365278477224 0.212853410281241 16 -6.02599868660078
-2.11 0.28 1.13112657434932 0.952012581673988 1 16.1735059993437
-1.03 0.71 0.924167877770492 0.95962365324049 16 12.2761243354372
-0.26 0.16 1.21098538018192 3.16678561253433 4 26.664684398929
2.77 0.03 -0.581939276345619 0.830375674666641 10 -1.88495036976232
-0.64 0.12 -1.05275861946168 1.25024365443261 9 -2.94971276704844
-0.49 0.83 -1.49422924301907 0.314297459901496 15 -10.0699500609658
-1.22 0.86 -0.770853102359715 0.0694570583291352 11 -9.05839397219398
1.62 0.65 0.293252723827959 0.241814267655515 3 3.19814371259483
1.87 0.62 -0.888799162257385 0.0920094291776729 4 -7.70402722474388
-2.65 0.33 -0.519446243149828 0.531744896899909 15 -0.481484778631209
1.23 0.39 0.891139168041195 1.5566635224128 18 15.5554287500007
0.15 0.67 -0.973987834591775 0.879214119124127 1 -2.76146349293012
0.69 0.69 -0.431299678931846 0.936400637919915 7 1.83100167772378
-1.88 0.85 -1.3838001421424 3.44670634699946 16 3.99620653554474
-1.37 0.52 0.564025510189048 1.36065214402498 20 11.2802674338110
-0.06 0.87 1.04437341766184 3.63560427271497 18 25.9499291493547
-1.4 0.16 -0.9512662283419 0.0742298332042992 19 -7.01701326045949
0.87 0.41 0.958360336277105 0.981105945962382 19 15.1274712777383
-1.7 0.77 0.259739950799044 3.04877018420081 7 17.2712287754410
-0.85 0.35 -0.308550090089989 0.585143425501883 5 0.174706214425781
1.78 0.64 -0.494888543009797 1.1044777361256 7 0.0462381995500902
0.25 0.88 -0.492659161491623 0.361945914104581 14 -2.42211723261125
-0.19 0.81 -0.446051738670182 1.69207264969273 10 5.9658363526819
-0.83 0.81 -0.994048595465466 2.41110637585137 19 2.89783859681186
-2.94 0.66 0.0934609905198646 0.191632078494877 18 0.856197120363173
-0.75 0.88 0.237661790650088 0.473602239042521 7 3.98172885590118
0.07 0.33 -1.93765268784692 0.211160549610541 8 -16.5702603863273
2.48 0.95 -0.982247459494084 0.166158465202898 10 -7.65093644628977
-0.86 0.06 -0.234475925175885 1.13506637230040 12 4.18546450228731
3.02 0.21 -0.477427115505119 1.85415802701356 15 5.44621507289785
2.36 0.72 1.18453173366362 0.670527009293437 3 14.3393577200064
-0.56 0.94 0.739513133361214 0.161410418339074 18 5.1808630611395
-0.93 0.6 0.239166132841188 1.7574732954705 7 10.8613411127409
-2.61 0.38 -0.248094743735738 2.02763438216391 18 6.03071661523912
-2.57 0.29 0.900907349507659 1.03025300982864 8 14.0345322319014
0.78 0.35 -1.27876435687802 5.63899038698445 14 17.8915581944938
-0.52 0.67 -1.5184874261511 0.0904548750258982 10 -14.2593583019090
-1.23 0.33 0.914140704506471 2.36379582236025 17 22.7125089614209
2.66 0.93 0.477799936723042 0.271411078982055 11 5.90065440989688
-2.73 0.12 -0.0208435082001117 0.37390047831567 18 0.445962819543731
0.34 0.63 2.16265926248552 2.39470231334183 15 33.2443298357517
-1.89 0.94 -1.16574235178413 2.58006243953917 14 2.20734244762710
-2.73 0.54 -0.157585236019695 0.0982385822571814 18 -1.13148923255253
1.67 0.34 -0.777791489837236 2.2943929376683 17 5.28588152554708
-3.13 0.7 1.60333233911679 0.0166176773871438 18 13.7864031405872
2.05 0.29 -0.104164605211909 0.142250556498766 5 2.28901527689245
-1.04 0.78 -1.39086811152887 0.617464417591691 3 -8.46948679823874
2.45 0.52 -0.65353402576131 0.163124337502211 2 -5.48321672716215
2.6 0.09 1.26792791779004 3.01077932327659 19 29.5295573052782
1.56 0.44 0.134224078136056 0.0770996143110096 13 1.18178836479765
1.84 0.04 -0.630785201343252 0.111120176967233 15 -4.72616548713933
1.33 0.34 -1.23277716547622 1.14809990949453 9 -4.94079639186583
-2.96 0.39 -0.440290785548917 0.579144154675305 20 -3.38627162814878
-1.82 0.5 0.246759585402651 0.179484940538999 2 1.42131024847507
1.97 0.43 1.21458079621846 0.496683117933571 19 14.2909006297079
-2.33 0.98 1.11316821250008 0.362342488037615 17 14.8425983801747
1.47 0.32 -0.425674009009923 2.64333373854373 8 8.40918776881086
-2.99 0.52 -1.79987187285466 0.244349919730830 19 -13.0291789081002
1.95 0.41 -0.443066543464213 0.744811087801925 19 2.47106145750388
0.59 0.75 0.509660244487104 0.426536872051656 3 6.89065684870033
2.52 0.31 -0.380716848542414 1.37406030479343 4 1.62097504291522
-1.38 0.2 1.79101191721736 0.804736658539662 12 19.0971523193043
-1.09 0.24 0.402964193094767 0.0228609968908131 16 3.87632075862593
-0.89 0.62 0.997214735253497 0.0352565164949332 4 9.1636785819933
1.59 0.58 -1.15974323650039 0.1531267111963 1 -10.3737655345607
0.8 0.01 0.532555363735329 1.21905001997635 19 14.0061123396733
2.54 0.04 -0.786099952594745 5.27196530353325 5 23.4427617673478
1.03 0.87 0.0607287262680857 1.96317965402256 8 11.0224622296718
0.71 0.63 -0.786312851142864 0.37914007278225 10 -3.58354690769586
2.24 0.36 -0.389190440822608 0.255536736631193 9 -5.31197634756992
2.45 0.8 0.118339253968690 3.62699091673401 12 19.5698851080584
1.41 0.35 -0.923403165287673 0.180056271608919 9 -8.06711113953415
-0.22 0.41 -0.754131560900498 0.920378824653936 1 -1.11229449675096
0.42 0.1 0.60715934122989 1.29936392880501 3 13.3578778926598
0.04 0.94 0.137149468018611 0.477500810328542 2 3.70343440459793
-0.28 0.53 0.737069395764113 0.182956082280725 11 6.24310039755478
0.32 0.91 -1.42976514983957 0.100858903710710 4 -12.7041586189023
0.92 0.57 1.17702927994484 0.132858400574172 7 11.7860924103418
0.4 0.07 1.14893533799322 0.185463454731289 12 13.7396180395763
2 0.41 0.424567310960183 0.717873241629847 15 7.90553161050074
0.25 0.81 -1.28281594214418 0.0729387259090585 4 -10.931719511199
-2.3 0.57 0.139187854989385 1.75980400658193 12 10.0495641439858
1.08 0.87 1.23974474653005 0.623357861302793 20 12.8241401029771
-0.22 0.71 -0.0433381325052338 2.17824515862046 3 12.4348619253649
-1.4 0.51 -0.548891437752896 1.85994378841462 11 2.8895092771351
0.16 0.03 -1.98496481902097 0.795720236333919 11 -14.9848370460840
1.84 0.53 0.21172824402726 0.236681613605469 10 2.29499354138712
2.18 0.78 0.244578556768137 0.84326719115944 4 2.78258762102003
0.53 0.2 -0.420363147875803 0.478587957564741 1 -0.883727818809582
0.36 0.38 -0.112013900905061 0.0816654430609976 6 -0.291279502726434
1.79 0.46 1.44741032482237 1.24959010572202 18 18.6987212117375
1 0.08 0.626550024980312 0.0979527058079839 15 7.21265228223718
-0.75 0.04 0.726630929656001 0.732593622016621 3 9.43624125280362
-2.69 0.08 0.566279937216833 1.17889493699641 14 9.7834749179344
0.68 0.22 0.463071710599543 0.843777127228405 14 8.43120324407231
2.66 0.37 -0.943474354454707 1.06071375549261 1 -3.60020319821671
1.79 0.15 0.117754719524532 1.34942687112362 7 7.71766101483189
1.67 0.89 0.50878320229744 2.24667792568419 4 13.9260881757018
-2.9 0.7 1.15864980828048 3.16900645179634 16 27.0863539242534
-1.48 0.42 -0.177054477802840 0.905426654922676 11 2.7234339338008
0.55 0.06 0.736359358193111 0.0276921368204057 1 8.48735406823768
-2.8 0.97 -0.655369122504485 1.35704791821064 3 -0.147095059046384
-2.53 0.34 -0.143351991872726 1.08118444863231 16 5.16401167628368
-0.11 0.8 -2.51589439110950 0.371637158336864 2 -23.0564129970677
2.86 0.11 -2.37145914714375 0.193849735427648 13 -22.1476279227251
0.02 0.27 1.26289783411930 0.857334935064328 18 14.6130036236446
0.45 0.78 1.12109460747458 0.0426884934433577 5 10.3750218408576
0.38 0.15 0.769834826080256 0.0924734386670533 5 9.13016249993783
1.61 0.69 0.50001070462115 1.32745825774492 14 10.8484894961931
-2.23 0.3 -1.39902962500244 0.75162004488976 6 -7.72731651096382
-2.62 0.42 0.213640929766071 1.10568144447626 2 5.69630681448038
2.36 0.51 0.403800393587883 0.412370902020484 3 6.60577161376534
1.97 0.92 -0.846660602941382 3.51262466355001 10 10.5817089500930
0.72 0.87 -1.05274863969907 2.18018569970939 7 2.66688945277694
-3.13 0.67 -1.58214574009129 0.331739670131356 4 -13.9335287570509
-0.11 0.91 0.453881872797374 0.0783729599788785 4 4.48993832615227
-1.66 0.16 1.37363611965830 1.65837899380988 19 21.4156824411141
0.22 0.59 1.39190797172043 1.11617763748235 16 17.6955417057825
0.69 0.14 0.864525099663475 0.00932939312208111 4 7.79851592040637
-2.23 0.65 0.589624489410384 0.775336280423117 9 7.64074353667026
-1.52 0.88 0.182292447091114 0.192384906578809 12 3.45901073593361
-0.17 0.97 0.466075521456016 1.01185915149273 4 7.38455292017571
-3.05 0.88 -0.357588744921819 1.18676159061016 2 1.80055962949742
-1.46 0.4 -1.09738434119969 0.512809401378036 19 -5.37987780863202
1.74 0.26 1.96521255187471 0.00641473076956539 2 17.4248930384423
-1.49 0.73 -0.919808855648725 0.658108422998339 16 -5.03457682943126
-2.12 0.94 0.0806597248544488 2.08280395179387 18 12.8872958014873
1.46 0.81 1.65316083755310 1.67163595362546 9 23.9809847570778
2.1 0.6 1.74758310682195 0.713443189683424 19 20.5554178394937
-0.19 0.94 0.258288986476874 0.337854584679008 17 6.22098308236487
-1.46 0.02 -1.13636794244180 0.145819184370339 11 -12.2982135690216
-0.99 0.39 1.76601493906762 5.15583879202092 10 42.2129529686577
-0.69 0.55 1.34114428774856 0.137542026583105 4 12.3959175297293
1.09 0.83 0.0717855384398788 0.75992391906203 6 4.80477856023112
-3.01 0.89 0.249841038322962 0.362158433534205 1 6.53055985181607
1.5 0.14 1.05994358867205 0.139504111837596 19 11.1753360070423
1.6 0.09 -0.925891958192235 0.332706424800609 14 -6.03421128758667
1.32 0.98 0.215726756934575 0.893362207468153 19 9.07673855730775
2.14 0.69 0.161214828450243 0.782546837772143 5 6.8423099027702
-0.52 0.88 0.391913882442684 0.0958089171908796 14 3.51760059473360
-1.4 0.35 0.585830853092272 0.144458818715066 16 4.73022025843115
-1.16 0.46 -0.99386216492494 0.674198013730347 3 -7.07763688519807
-1.41 0.82 1.74532432507954 2.62815988610003 15 30.3747281497816
1.37 0.4 0.5364649591092 0.488979615736753 18 5.33013994045413
-0.34 0.77 -2.03871191926983 0.487270640209317 1 -14.6888594025880
-1.13 0.67 -0.521525139505971 4.2821799998445 9 17.1417317919196
3.03 0.3 -1.60719630809580 1.34710818059267 6 -6.59656207102482
-0.95 0.77 0.921572753611437 3.15697724779951 15 26.6256500770426
1.05 0.92 1.03822548882866 0.626304427161813 7 13.8190021293612
0.24 0.9 -0.260033608858066 0.771852519321156 14 1.89047230738586
-0.52 0.69 0.323073568582445 0.483125654514879 14 6.22798660974451
-2.01 0.28 2.01954271495677 0.0656303246505558 19 20.9306102716301
2.97 0.46 0.939407358296245 0.810011039446008 7 12.8807008206228
-2.83 0.61 2.69445489631055 0.324138666968793 6 25.7634968941705
-0.85 0.23 1.35923212486557 2.37906160365707 20 23.1427080906134
-2.16 0.3 -0.146150234901778 4.77596019555755 5 24.9652263172564
1.23 0.46 -0.738735676222398 1.68774447518051 1 2.96033223677548
-0.38 0.74 0.302604023172403 2.30137914965365 11 12.0564533322203
2.01 0.01 -0.533837769278699 0.17963131563738 10 -4.08557597459663
1.5 0.02 -0.925671321103106 2.13352633447769 18 1.77395551300931
2.21 0.77 0.302788660095586 0.310583729762584 15 2.01190126075565
-3.06 0.2 0.121356806203854 1.99630416548791 1 11.6243150286976
1.26 0.72 -1.01547337097996 0.0984040666371584 17 -8.37251690854303
-0.06 0.51 0.082029557860098 1.86572756237330 5 10.2652217264017
-2.03 0.47 -0.178168781728305 0.500923292245716 11 1.06895381870175
1.81 0.27 0.569160601086835 0.87042689730209 19 11.7670929530907
-1.69 0.04 -0.0267747911794908 1.51579252948281 8 8.29523849004334
-0.7 0.6 -1.45980920787414 0.579736364539713 9 -10.2042874715299
-1.46 0.03 0.433232978876163 3.04570741189604 2 19.5580083264414
0.54 0.98 0.437441148120627 0.399859558325261 14 6.81190433172851
1.6 0.9 -0.334700077072497 0.804418293717218 9 2.43589950396969
1.3 0.32 -0.425341779734093 1.22065010650664 18 0.0139014814424632
-2.1 0.56 0.0197986702310498 0.576836989726871 20 2.40508054782994
-0.8 0.81 -0.46054136375548 2.72383146534178 10 8.82957888993479
1.07 0.52 -0.375533595105043 0.532102921511978 19 1.58419830221824
1.05 0.71 -1.05386496788954 0.820988751342976 8 -5.09385661543628
0.11 0.73 -0.967202607186446 1.42596448917919 11 -2.06769040790971
2.01 0.21 1.09850876725265 0.145643382705633 12 11.0388381746318
-2.22 0.39 1.66846866773669 1.56258536826153 19 23.7994038321318
-3.06 0.06 -1.37195348580122 0.796517130876792 8 -6.53424704187218
1.93 0.52 -0.61375867108142 0.0896831639111042 14 -6.23265150072443
1.53 0.22 -1.19819903945152 1.53967029362845 16 -2.50592551104603
0.59 0.05 -0.128962045056564 0.621893391944468 16 1.75856951593385
-1.27 0.18 -1.09002067583817 1.07229003864796 2 -6.74938442555406
0.89 0.56 -1.93202448000978 0.633836294524372 14 -13.6491219819269
0.06 0.86 -0.687516884874783 2.04147249451819 16 2.92324736939272
-2.6 0.87 -0.765455271499614 0.313040362671018 19 -3.47042842887688
